CardId,CustomerId,Cardlimit,Debt,Cardtype
81,81,8962799,9167082,mastercard
82,82,1634779,7645160,mastercard
83,83,7112282,969411,mastercard
84,84,5213918,3905582,mastercard
85,85,2386795,5494986,mastercard
86,86,2626459,5618581,mastercard
87,87,362302,4496143,mastercard
88,88,3622059,6491579,mastercard
89,89,8342755,7248282,mastercard
90,90,5033182,9237964,mastercard
91,91,6203250,6341985,mastercard
92,92,844211,6963953,mastercard
93,93,7292173,7918105,mastercard
94,94,8618538,2290158,mastercard
95,95,8982191,7512194,mastercard
96,96,4523806,7264626,mastercard
97,97,6066613,4029973,mastercard
98,98,2158898,2193727,mastercard
99,99,3651395,8921773,mastercard
100,100,1644921,6105751,mastercard
101,101,4822883,9793647,mastercard
102,102,4482832,4347114,mastercard
103,103,5258924,7496661,mastercard
104,104,6947872,1776257,mastercard
105,105,1210411,4965115,mastercard
106,106,4936088,4341359,mastercard
107,107,9795442,973186,mastercard
108,108,7482568,1403246,mastercard
109,109,1613511,7425143,mastercard
110,110,563780,3667685,mastercard
111,111,1520998,2831067,mastercard
112,112,101755,5525766,mastercard
113,113,1717031,3316966,mastercard
114,114,2257754,5839608,mastercard
115,115,3883108,9037020,mastercard
116,116,1466290,9762943,mastercard
117,117,5135508,2158722,mastercard
118,118,989127,6534330,mastercard
119,119,2724164,7526709,mastercard
120,120,8174512,1316761,mastercard
121,121,4847726,4899306,mastercard
122,122,4377218,4572818,mastercard
123,123,8519228,9523490,mastercard
124,124,5387452,6088303,mastercard
125,125,5755173,9705527,mastercard
126,126,3230891,2159552,mastercard
127,127,116850,8846364,mastercard
128,128,6958283,438566,mastercard
129,129,2211308,4643543,mastercard
130,130,2342155,2287354,mastercard
131,131,4813326,4419595,mastercard
132,132,6192116,5999070,mastercard
133,133,3165542,2331440,mastercard
134,134,5576623,5890422,mastercard
135,135,8440407,7001604,mastercard
136,136,2699262,8066115,mastercard
137,137,4751367,6951120,mastercard
138,138,498006,2682501,mastercard
139,139,1815135,2709266,mastercard
140,140,2812900,3252971,mastercard
141,141,7063345,1035027,mastercard
142,142,6242844,7168328,mastercard
143,143,4574706,4764126,mastercard
144,144,6513457,5188013,mastercard
145,145,9390994,1455299,mastercard
146,146,1213613,4727652,mastercard
147,147,4185119,5758908,mastercard
148,148,4346897,9172880,mastercard
149,149,3580984,378451,mastercard
150,150,2472031,3112426,mastercard
151,151,946059,8839073,mastercard
152,152,4382198,511226,mastercard
153,153,9457104,7450441,mastercard
154,154,4675509,2606035,mastercard
155,155,6831501,5471263,mastercard
156,156,2029052,6241419,mastercard
157,157,4483667,4807193,mastercard
158,158,5992704,9437796,mastercard
159,159,3181999,1575331,mastercard
160,160,122831,8087139,mastercard
161,161,8058036,9764812,mastercard
162,162,6394075,2347831,mastercard
163,163,5269659,1811217,mastercard
164,164,2718099,3250868,mastercard
165,165,7290864,5991834,mastercard
166,166,9139741,4918847,mastercard
167,167,3662992,4253242,mastercard
168,168,7967168,3140826,mastercard
169,169,6977897,1462084,mastercard
170,170,4426412,6498383,mastercard
171,171,9590650,509502,mastercard
172,172,1284327,253223,mastercard
173,173,395486,570957,mastercard
174,174,448497,597130,mastercard
175,175,8379623,3782187,mastercard
176,176,1999160,6862130,mastercard
177,177,9263980,116540,mastercard
178,178,310792,5192689,mastercard
179,179,729188,123705,mastercard
180,180,2903602,9650455,mastercard
181,181,4060156,7569531,mastercard
182,182,7901682,495091,mastercard
183,183,5458270,8168216,mastercard
184,184,2871393,5394092,mastercard
185,185,6330433,9120230,mastercard
186,186,266332,5632783,mastercard
187,187,6256292,6427963,mastercard
188,188,9983893,2864190,mastercard
189,189,921803,9914802,mastercard
190,190,5975420,9153536,mastercard
191,191,8547015,1187283,mastercard
192,192,4488932,4406340,mastercard
193,193,1382614,3799736,mastercard
194,194,280055,1420243,mastercard
195,195,5308004,8645955,mastercard
196,196,1976695,4930237,mastercard
197,197,2799778,8905705,mastercard
198,198,2114092,2613528,mastercard
199,199,8932302,4677143,mastercard
200,200,3316273,1680073,mastercard
201,201,3325129,6994502,mastercard
202,202,2881792,8251159,mastercard
203,203,9234414,5289480,mastercard
204,204,2491614,5098060,mastercard
205,205,963060,6933033,mastercard
206,206,5479225,9883361,mastercard
207,207,1286076,6381848,mastercard
208,208,7624556,660776,mastercard
209,209,3109771,346406,mastercard
210,210,4790250,2893725,mastercard
211,211,6364332,7132766,mastercard
212,212,5781880,3606816,mastercard
213,213,7771931,5869016,mastercard
214,214,1624033,6715559,mastercard
215,215,337275,2252371,mastercard
216,216,2587764,735131,mastercard
217,217,9631420,4950001,mastercard
218,218,5525890,4206413,mastercard
219,219,171754,3671096,mastercard
220,220,6614827,4837544,mastercard
221,221,1554604,4304084,mastercard
222,222,727209,7147992,mastercard
223,223,9922850,5287481,mastercard
224,224,6170171,4472385,mastercard
225,225,2868437,9461018,mastercard
226,226,1483358,8245341,mastercard
227,227,8519637,2438355,mastercard
228,228,7082039,1122555,mastercard
229,229,9460514,5465426,mastercard
230,230,5871871,2540549,mastercard
231,231,2712307,5290984,mastercard
232,232,7695622,9532955,mastercard
233,233,6011994,9096528,mastercard
234,234,1199185,3371389,mastercard
235,235,6948505,5132131,mastercard
236,236,353130,8246392,mastercard
237,237,6883392,6689660,mastercard
238,238,3113878,5680598,mastercard
239,239,3544640,1538216,mastercard
240,240,8988853,2917364,mastercard
241,241,7905768,7615584,mastercard
242,242,818852,5824932,mastercard
243,243,842279,4114167,mastercard
244,244,2550865,6795382,mastercard
245,245,7903209,2520436,mastercard
246,246,4087166,5397677,mastercard
247,247,4130013,344290,mastercard
248,248,1938064,7396514,mastercard
249,249,7345122,8418968,mastercard
250,250,2302388,3936412,mastercard
251,251,2878134,3827236,mastercard
252,252,8330463,8593770,mastercard
253,253,5098231,3520020,mastercard
254,254,8910555,4158311,mastercard
255,255,2857711,3339096,mastercard
256,256,9532429,8427643,mastercard
257,257,5321797,9537787,mastercard
258,258,1225600,6728209,mastercard
259,259,4619338,7830742,mastercard
260,260,5550309,3479471,mastercard
261,261,6793031,2743853,mastercard
262,262,5403440,2428084,mastercard
263,263,1814582,5932457,mastercard
264,264,6796228,4380892,mastercard
265,265,5985202,2468332,mastercard
266,266,8324628,3539243,mastercard
267,267,493801,1290787,mastercard
268,268,6746516,5809969,mastercard
269,269,1132623,6917248,mastercard
270,270,808320,686263,mastercard
271,271,6706347,9985811,mastercard
272,272,2287727,8554147,mastercard
273,273,5013048,5097476,mastercard
274,274,1399762,2538463,mastercard
275,275,6471003,8968268,mastercard
276,276,853730,1325627,mastercard
277,277,5855146,5668706,mastercard
278,278,3359652,2489683,mastercard
279,279,9810984,1302689,mastercard
280,280,7656377,1885062,mastercard
281,281,7570287,8457610,mastercard
282,282,629935,7088293,mastercard
283,283,4655642,8986931,mastercard
284,284,6070354,9528031,mastercard
285,285,1752579,8144515,mastercard
286,286,6330750,4417635,mastercard
287,287,8095729,2243784,mastercard
288,288,2578130,8573430,mastercard
289,289,3497313,3604403,mastercard
290,290,9634589,7452345,mastercard
291,291,8682867,9511049,mastercard
292,292,7799048,3871297,mastercard
293,293,4477603,8849794,mastercard
294,294,4531588,2841792,mastercard
295,295,4019294,9170221,mastercard
296,296,5822548,7844485,mastercard
297,297,8099524,438671,mastercard
298,298,5141634,9095680,mastercard
299,299,8391507,2741776,mastercard
300,300,9653673,5651031,mastercard
301,301,7156046,888809,mastercard
302,302,4268167,1562495,mastercard
303,303,9144449,9090755,mastercard
304,304,8038552,948491,mastercard
305,305,5003210,4922539,mastercard
306,306,2633448,1179955,mastercard
307,307,4381089,4022047,mastercard
308,308,6522442,5069326,mastercard
309,309,2079856,7584520,mastercard
310,310,6196297,9916520,mastercard
311,311,4246764,137262,mastercard
312,312,8001415,2723829,mastercard
313,313,2185705,8325906,mastercard
314,314,6888011,6640475,mastercard
315,315,4082644,5148324,mastercard
316,316,9622347,2447967,mastercard
317,317,9517815,6228275,mastercard
318,318,2346169,6060281,mastercard
319,319,746808,4557023,mastercard
320,320,4643626,3610809,mastercard
321,321,5365807,5930844,mastercard
322,322,3748419,857975,mastercard
323,323,3996098,3739278,mastercard
324,324,810355,4090594,mastercard
325,325,9170590,2999038,mastercard
326,326,3541248,270196,mastercard
327,327,3949752,103921,mastercard
328,328,7243053,1685575,mastercard
329,329,4011432,7767049,mastercard
330,330,377542,9615829,mastercard
331,331,4925729,1109379,mastercard
332,332,8348092,1909417,mastercard
333,333,2849034,2103211,mastercard
334,334,3982097,579398,mastercard
335,335,9920265,984976,mastercard
336,336,5932983,4185397,mastercard
337,337,423843,3240785,mastercard
338,338,9474929,7063059,mastercard
339,339,6117224,2514383,mastercard
340,340,3590315,5608084,mastercard
341,341,4982751,8391340,mastercard
342,342,7860672,4243969,mastercard
343,343,3752815,276582,mastercard
344,344,1253924,789923,mastercard
345,345,4680659,9796828,mastercard
346,346,3161555,5926575,mastercard
347,347,6206037,8844584,mastercard
348,348,6984406,2206586,mastercard
349,349,7503835,258771,mastercard
350,350,9212190,6804322,mastercard
351,351,3222471,3800657,mastercard
352,352,4165687,9166423,mastercard
353,353,9138664,2701288,mastercard
354,354,1994904,4911945,mastercard
355,355,5461595,4563402,mastercard
356,356,903032,1611780,mastercard
357,357,6985093,1235249,mastercard
358,358,9247419,8886579,mastercard
359,359,1472578,5155074,mastercard
360,360,6517063,2692630,mastercard
361,361,2506033,4274210,mastercard
362,362,1334833,9784878,mastercard
363,363,2739646,1503420,mastercard
364,364,9126960,7684192,mastercard
365,365,1805739,549037,mastercard
366,366,639694,1036475,mastercard
367,367,6907529,5270470,mastercard
368,368,5958341,5836974,mastercard
369,369,4989734,7051117,mastercard
370,370,8676415,5321871,mastercard
371,371,1252126,4701306,mastercard
372,372,3661645,9464170,mastercard
373,373,917421,7750291,mastercard
374,374,7842924,9169808,mastercard
375,375,278834,9037001,mastercard
376,376,3869223,5966148,mastercard
377,377,8457852,2453473,mastercard
378,378,106780,7331294,mastercard
379,379,697740,7262531,mastercard
380,380,8870836,3831821,mastercard
381,381,7715994,2061934,mastercard
382,382,7055076,9119758,mastercard
383,383,4813333,3121376,mastercard
384,384,9621662,4517510,mastercard
385,385,1873228,4645565,mastercard
386,386,3516042,3198327,mastercard
387,387,7323399,4914064,mastercard
388,388,5171451,6342997,mastercard
389,389,1357941,399736,mastercard
390,390,2779486,4151627,mastercard
391,391,7711875,998151,mastercard
392,392,1944620,4315312,mastercard
393,393,8837748,5957476,mastercard
394,394,8658474,8920735,mastercard
395,395,5013556,3228862,mastercard
396,396,9446684,3230528,mastercard
397,397,6391427,3247672,mastercard
398,398,7276073,1277275,mastercard
399,399,8473532,8376802,mastercard
400,400,995357,5274345,mastercard
401,401,9759328,6807550,mastercard
402,402,8510896,3310592,mastercard
403,403,9259318,2488137,mastercard
404,404,1637732,2123272,mastercard
405,405,3474222,296836,mastercard
406,406,4335265,7517280,mastercard
407,407,2536417,6182919,mastercard
408,408,3245691,2693783,mastercard
409,409,5309841,9949090,mastercard
410,410,5010202,9379596,mastercard
411,411,7856089,4369274,mastercard
412,412,2424306,1406888,mastercard
413,413,7171513,7172301,mastercard
414,414,4069994,2916788,mastercard
415,415,8949068,1953005,mastercard
416,416,303635,3792040,mastercard
417,417,3989180,5645538,mastercard
418,418,1920530,6101280,mastercard
419,419,371658,9146888,mastercard
420,420,5424491,6213935,mastercard
421,421,9377054,2708835,mastercard
422,422,8810239,495595,mastercard
423,423,6713172,9523038,mastercard
424,424,1671320,5164047,mastercard
425,425,2447381,2577999,mastercard
426,426,6294232,7549399,mastercard
427,427,1193670,6841350,mastercard
428,428,1414552,1521220,mastercard
429,429,5007147,1560199,mastercard
430,430,6306837,6017841,mastercard
431,431,8098177,4172462,mastercard
432,432,7045295,1109403,mastercard
433,433,6137418,6416849,mastercard
434,434,3421119,205288,mastercard
435,435,3414314,1910097,mastercard
436,436,6754075,975046,mastercard
437,437,4274899,6322267,mastercard
438,438,3713268,8586882,mastercard
439,439,6766889,8113752,mastercard
440,440,4616116,8542799,mastercard
441,441,7536183,7007041,mastercard
442,442,1623525,4718265,mastercard
443,443,3624641,5581384,mastercard
444,444,7718078,5426626,mastercard
445,445,8307675,6640120,mastercard
446,446,3326024,9373948,mastercard
447,447,9927823,4634604,mastercard
448,448,8201416,4735039,mastercard
449,449,8384322,6887211,mastercard
450,450,6574237,8389849,mastercard
451,451,3161803,4076387,mastercard
452,452,4116584,8114079,mastercard
453,453,8491503,7250435,mastercard
454,454,3865873,4645115,mastercard
455,455,9209488,4485112,mastercard
456,456,4619278,4728261,mastercard
457,457,6573364,8933781,mastercard
458,458,7950125,184640,mastercard
459,459,1677207,3987182,mastercard
460,460,2398820,3512468,mastercard
461,461,2551487,2619961,mastercard
462,462,898397,6943148,mastercard
463,463,2789357,2039239,mastercard
464,464,202499,5765871,mastercard
465,465,3682006,4902799,mastercard
466,466,6060062,4387505,mastercard
467,467,625616,8349673,mastercard
468,468,1581222,9883759,mastercard
469,469,1711142,1560441,mastercard
470,470,8507377,168718,mastercard
471,471,8011277,734567,mastercard
472,472,4674633,3646310,mastercard
473,473,4742616,155577,mastercard
474,474,6392215,345256,mastercard
475,475,8983998,3181500,mastercard
476,476,4074107,4275617,mastercard
477,477,5965843,6604790,mastercard
478,478,7498743,9750382,mastercard
479,479,8271361,7500208,mastercard
480,480,9852074,9629684,mastercard
481,481,4662663,129731,mastercard
482,482,8093072,2946226,mastercard
483,483,2021237,7209324,mastercard
484,484,6331826,5993061,mastercard
485,485,8644226,2642862,mastercard
486,486,3914960,2611024,mastercard
487,487,2111575,2904533,mastercard
488,488,4670044,173119,mastercard
489,489,9895341,2168691,mastercard
490,490,5669439,3167201,mastercard
491,491,3338334,2978750,mastercard
492,492,3848434,9171408,mastercard
493,493,5979015,6680936,mastercard
494,494,9421395,3430542,mastercard
495,495,9750521,2978509,mastercard
496,496,758280,2574747,mastercard
497,497,5450186,3897663,mastercard
498,498,1053294,3236304,mastercard
499,499,7150739,3929901,mastercard
500,500,4940698,7244391,mastercard
501,501,7460077,5549120,mastercard
502,502,6482394,9121799,mastercard
503,503,202146,8347044,mastercard
504,504,6124996,8989064,mastercard
505,505,5600404,3650639,mastercard
506,506,5636661,2947410,mastercard
507,507,3061672,8567594,mastercard
508,508,6272461,2956371,mastercard
509,509,9732082,9025227,mastercard
510,510,3375169,646392,mastercard
511,511,6950423,2854042,mastercard
512,512,5563867,2665416,mastercard
513,513,8746573,3818369,mastercard
514,514,3464518,520646,mastercard
515,515,5651719,9765274,mastercard
516,516,8486413,338599,mastercard
517,517,5720108,434993,mastercard
518,518,5685656,2339327,mastercard
519,519,3409338,486850,mastercard
520,520,6445960,9053896,mastercard
521,521,4367377,8828024,mastercard
522,522,3385464,1838106,mastercard
523,523,2194426,5306252,mastercard
524,524,4775564,5660656,mastercard
525,525,1814698,3180212,mastercard
526,526,2135681,1734001,mastercard
527,527,5184670,5190621,mastercard
528,528,7521867,9339307,mastercard
529,529,2625918,3145121,mastercard
530,530,9548493,4366282,mastercard
531,531,1427502,3708033,mastercard
532,532,6753684,6160340,mastercard
533,533,4513791,2048234,mastercard
534,534,1346659,4048095,mastercard
535,535,2411672,5174389,mastercard
536,536,5787529,7728168,mastercard
537,537,5505540,9704560,mastercard
538,538,5959911,3203826,mastercard
539,539,9967161,5360624,mastercard
540,540,237302,7912571,mastercard
541,541,265520,5795351,mastercard
542,542,2508416,1131146,mastercard
543,543,7798728,3707196,mastercard
544,544,999576,6319528,mastercard
545,545,4423117,7038113,mastercard
546,546,1868447,1580374,mastercard
547,547,6333420,3543288,mastercard
548,548,1225255,3535776,mastercard
549,549,658688,9552126,mastercard
550,550,5986944,849773,mastercard
551,551,1607626,5524948,mastercard
552,552,5066997,4542523,mastercard
553,553,1942525,3774735,mastercard
554,554,6231515,625524,mastercard
555,555,8025141,6854599,mastercard
556,556,6038095,3536269,mastercard
557,557,543299,4609310,mastercard
558,558,5875461,2900142,mastercard
559,559,9667249,7717948,mastercard
560,560,5363903,661003,mastercard
561,561,8085128,5497736,mastercard
562,562,9323505,6710095,mastercard
563,563,1232350,9674571,mastercard
564,564,4869816,8820867,mastercard
565,565,4964138,2764094,mastercard
566,566,1516269,4367596,mastercard
567,567,8022675,7891368,mastercard
568,568,428941,1527117,mastercard
569,569,5599730,7127364,mastercard
570,570,9931799,327026,mastercard
571,571,1786465,9456668,mastercard
572,572,3053331,9532362,mastercard
573,573,9892668,9317080,mastercard
574,574,9918691,686504,mastercard
575,575,9575930,7227385,mastercard
576,576,4849772,1827547,mastercard
577,577,1572341,8792786,mastercard
578,578,5278431,570653,mastercard
579,579,3705534,2612881,mastercard
580,580,8072405,4830935,mastercard
581,581,5785572,8232091,mastercard
582,582,1965080,181603,mastercard
583,583,4063567,7280587,mastercard
584,584,6017448,8246893,mastercard
585,585,6317770,2177124,mastercard
586,586,2265056,3322280,mastercard
587,587,5326729,6831323,mastercard
588,588,6633032,3864952,mastercard
589,589,8132306,6590467,mastercard
590,590,8919668,4793526,mastercard
591,591,7831495,8560518,mastercard
592,592,3090310,5087625,mastercard
593,593,6165770,7070608,mastercard
594,594,1014866,3773511,mastercard
595,595,6446945,5661627,mastercard
596,596,3490556,7208717,mastercard
597,597,8631134,4515426,mastercard
598,598,6907185,4877576,mastercard
599,599,9398366,8292715,mastercard
600,600,2760686,2637584,mastercard
601,601,9870836,3093256,mastercard
602,602,3664240,3289430,mastercard
603,603,326228,313208,mastercard
604,604,7881701,2959617,mastercard
605,605,5759963,1568364,mastercard
606,606,9672824,7086443,mastercard
607,607,3601518,7907140,mastercard
608,608,8336054,5686096,mastercard
609,609,3003520,6515163,mastercard
610,610,9094578,5324339,mastercard
611,611,6037226,1746351,mastercard
612,612,1445550,996727,mastercard
613,613,8164342,2798445,mastercard
614,614,5594311,8549646,mastercard
615,615,9122659,4848575,mastercard
616,616,4343656,5961932,mastercard
617,617,7968211,1083803,mastercard
618,618,7042657,2366841,mastercard
619,619,8100900,780379,mastercard
620,620,5680332,6132057,mastercard
621,621,3184557,4328667,mastercard
622,622,8992327,4774934,mastercard
623,623,2966191,7003692,mastercard
624,624,6961511,7938479,mastercard
625,625,1736849,9736488,mastercard
626,626,2042152,6453403,mastercard
627,627,8774575,649080,mastercard
628,628,4238081,582158,mastercard
629,629,8389128,8149110,mastercard
630,630,1275922,871466,mastercard
631,631,6985981,6046624,mastercard
632,632,3373096,8039649,mastercard
633,633,3360457,7479146,mastercard
634,634,5472029,5698587,mastercard
635,635,8741674,2621405,mastercard
636,636,1132922,5016001,mastercard
637,637,2149897,4190075,mastercard
638,638,5464346,4460452,mastercard
639,639,2209486,3550520,mastercard
640,640,7277301,4897599,mastercard
641,641,1965635,1951991,mastercard
642,642,3423246,6604691,mastercard
643,643,8397881,765358,mastercard
644,644,3511095,8140298,mastercard
645,645,2430498,1554041,mastercard
646,646,5098644,4831884,mastercard
647,647,6465633,6640729,mastercard
648,648,4047419,8807401,mastercard
649,649,2584629,9715058,mastercard
650,650,8784454,5206389,mastercard
651,651,3181822,7373979,mastercard
652,652,1193823,4801124,mastercard
653,653,3699731,2861710,mastercard
654,654,4916908,5943257,mastercard
655,655,6996778,2195528,mastercard
656,656,3980023,7554819,mastercard
657,657,9727557,9475264,mastercard
658,658,1720715,7830736,mastercard
659,659,5349854,2609983,mastercard
660,660,1318472,4179166,mastercard
661,661,2731122,7726074,mastercard
662,662,5565914,5461800,mastercard
663,663,8626557,355298,mastercard
664,664,7681767,5862822,mastercard
665,665,603298,5839221,mastercard
666,666,7873479,100109,mastercard
667,667,6713026,8504716,mastercard
668,668,3413812,7319535,mastercard
669,669,3672271,9398252,mastercard
670,670,454985,9971986,mastercard
671,671,2971701,8042037,mastercard
672,672,1612171,832692,mastercard
673,673,1582094,6046242,mastercard
674,674,4292174,1011427,mastercard
675,675,3287718,4826276,mastercard
676,676,7461925,4553535,mastercard
677,677,2130598,5081134,mastercard
678,678,5728975,7918119,mastercard
679,679,7324259,2736105,mastercard
680,680,8702740,4843388,mastercard
681,681,4422927,4873986,mastercard
682,682,8067117,8922633,mastercard
683,683,9528718,2891670,mastercard
684,684,6374242,5670196,mastercard
685,685,9362702,4296597,mastercard
686,686,4986953,9712066,mastercard
687,687,2152664,9810839,mastercard
688,688,6943976,6505431,mastercard
689,689,6374978,9577862,mastercard
690,690,1463016,220663,mastercard
691,691,9442782,9227049,mastercard
692,692,9706148,4200288,mastercard
693,693,1001997,130746,mastercard
694,694,9794157,8153572,mastercard
695,695,8013198,1436500,mastercard
696,696,5923607,3629270,mastercard
697,697,6499630,2217815,mastercard
698,698,8460889,5421634,mastercard
699,699,7596902,8330250,mastercard
700,700,9051708,3669763,mastercard
701,701,2342714,4342639,mastercard
702,702,5809221,3987699,mastercard
703,703,1880051,2748973,mastercard
704,704,5686836,7367103,mastercard
705,705,8851115,643459,mastercard
706,706,254964,8236005,mastercard
707,707,2707257,9172367,mastercard
708,708,3322661,854387,mastercard
709,709,7138256,5814578,mastercard
710,710,311027,9810893,mastercard
711,711,9101768,7106765,mastercard
712,712,2044186,3533115,mastercard
713,713,3802710,2474535,mastercard
714,714,8678374,3103396,mastercard
715,715,193829,8952536,mastercard
716,716,3847643,9256948,mastercard
717,717,7785822,8620397,mastercard
718,718,9322914,6527009,mastercard
719,719,8648832,296410,mastercard
720,720,9285211,7190533,mastercard
721,721,4283283,4800524,mastercard
722,722,6000439,3015034,mastercard
723,723,2091778,6408128,mastercard
724,724,3089064,8959506,mastercard
725,725,9922715,9649729,mastercard
726,726,2199769,3532998,mastercard
727,727,3647569,4958169,mastercard
728,728,773552,5087806,mastercard
729,729,3731080,2471285,mastercard
730,730,759603,2623300,mastercard
731,731,5171370,4729613,mastercard
732,732,6118417,4144852,mastercard
733,733,4294706,5864783,mastercard
734,734,1462880,4990865,mastercard
735,735,7293916,1492405,mastercard
736,736,3748589,9540836,mastercard
737,737,871939,606563,mastercard
738,738,8064255,9378419,mastercard
739,739,2307397,1877422,mastercard
740,740,4324898,8223677,mastercard
741,741,3334722,5669840,mastercard
742,742,6289068,6734484,mastercard
743,743,3683831,8695811,mastercard
744,744,7612078,2964066,mastercard
745,745,8041119,466851,mastercard
746,746,6412226,8827701,mastercard
747,747,265538,3519550,mastercard
748,748,4165001,1473451,mastercard
749,749,8048273,5932937,mastercard
750,750,4952820,3433232,mastercard
751,751,9775690,6192497,mastercard
752,752,1614785,7345038,mastercard
753,753,5513768,8929527,mastercard
754,754,7506573,1448133,mastercard
755,755,8067854,4974581,mastercard
756,756,5681197,6024604,mastercard
757,757,8375560,4159959,mastercard
758,758,7047582,2070981,mastercard
759,759,7252510,4284658,mastercard
760,760,8938501,906081,mastercard
761,761,6646529,7632583,mastercard
762,762,9764824,4575866,mastercard
763,763,4198345,9906371,mastercard
764,764,5680310,1907555,mastercard
765,765,9390778,7772441,mastercard
766,766,9911378,1273682,mastercard
767,767,3202050,7877848,mastercard
768,768,666341,9872591,mastercard
769,769,3581848,5324522,mastercard
770,770,1676974,9716066,mastercard
771,771,6889049,1606077,mastercard
772,772,5698249,7754419,mastercard
773,773,3731936,4047652,mastercard
774,774,3051902,7464820,mastercard
775,775,3793014,4751129,mastercard
776,776,7632005,5228563,mastercard
777,777,4471348,9852194,mastercard
778,778,2075509,5482495,mastercard
779,779,6418245,109041,mastercard
780,780,9463434,2286054,mastercard
781,781,7413730,6650753,mastercard
782,782,3566652,9744628,mastercard
783,783,2819769,7706843,mastercard
784,784,5202689,8407131,mastercard
785,785,1289356,956910,mastercard
786,786,7186035,6002198,mastercard
787,787,6238565,6611141,mastercard
788,788,6393472,5257731,mastercard
789,789,3476141,345657,mastercard
790,790,6529328,8881995,mastercard
791,791,343861,9942933,mastercard
792,792,522011,4505988,mastercard
793,793,5994572,2693711,mastercard
794,794,3870942,8746305,mastercard
795,795,4483315,8028970,mastercard
796,796,2015427,4458794,mastercard
797,797,7322541,6079105,mastercard
798,798,3265193,4673643,mastercard
799,799,795171,1617052,mastercard
800,800,3115649,3008032,mastercard
801,801,1058353,3380648,mastercard
802,802,497805,7106312,mastercard
803,803,9047098,1077283,mastercard
804,804,1408363,5480224,mastercard
805,805,1975982,1658410,mastercard
806,806,5051357,7807603,mastercard
807,807,9927094,4986821,mastercard
808,808,9560339,348527,mastercard
809,809,3467853,5045941,mastercard
810,810,655553,595141,mastercard
811,811,3676114,8251497,mastercard
812,812,6409140,1007788,mastercard
813,813,3605692,2140514,mastercard
814,814,2378281,5126872,mastercard
815,815,7225334,5763825,mastercard
816,816,1679540,9443530,mastercard
817,817,5690752,5971997,mastercard
818,818,5591969,2930323,mastercard
819,819,6093503,6242054,mastercard
820,820,1023449,6155288,mastercard
821,821,7665881,7211421,mastercard
822,822,5794582,5111497,mastercard
823,823,1157861,5832893,mastercard
824,824,9194556,487858,mastercard
825,825,6286086,9890179,mastercard
826,826,1030215,2059749,mastercard
827,827,9621813,1248472,mastercard
828,828,5369030,4604208,mastercard
829,829,5185177,4130005,mastercard
830,830,4871161,8332655,mastercard
